Order_ID,Order_Date,City,State,Category,Quantity,Unit_Price_INR,Discount,Sales_INR,Profit_INR,Payment_Method,Channel
IN104253,2024-01-25,Hyderabad,Telangana,Home & Kitchen,4,1730.83,0.15,5884.82,1765.45,Credit Card,Online
IN104254,2025-01-24,Kolkata,West Bengal,Home & Kitchen,1,1776.28,0.05,1687.47,506.24,Net Banking,Online
IN104255,2025-10-02,Pune,Maharashtra,Home & Kitchen,1,1836.7,0.1,1653.03,495.91,Debit Card,Store
IN104256,2025-08-21,Lucknow,Uttar Pradesh,Electronics,5,3616.82,0.05,17179.9,4123.18,Cash,Online
IN104257,2025-07-21,Kolkata,West Bengal,Clothing,4,1641.37,0.15,5580.66,1562.58,UPI,Store
IN104258,2024-07-08,Chennai,Tamil Nadu,Beauty,3,1084.45,0.2,2602.68,832.86,Debit Card,Store
IN104259,2024-01-28,Hyderabad,Telangana,Electronics,3,3636.94,0.2,8728.66,2094.88,Cash,Store
IN104260,2025-06-24,Kolkata,West Bengal,Electronics,3,3911.24,0.0,11733.72,2816.09,Credit Card,Online
IN104261,2025-05-05,Kolkata,West Bengal,Electronics,1,2494.07,0.15,2119.96,508.79,Credit Card,Store
IN104262,2025-05-02,Pune,Maharashtra,Clothing,5,1741.5,0.25,6530.62,1828.57,Debit Card,Online
IN104263,2024-06-20,Ahmedabad,Gujarat,Electronics,1,3045.54,0.15,2588.71,621.29,Credit Card,Online
IN104264,2024-02-07,Hyderabad,Telangana,Grocery,2,678.41,0.05,1288.98,283.58,Net Banking,Online
IN104265,2024-10-25,Lucknow,Uttar Pradesh,Grocery,2,638.27,0.15,1085.06,238.71,Credit Card,Online
IN104266,2024-09-22,Chennai,Tamil Nadu,Beauty,3,908.29,0.15,2316.14,741.16,UPI,Online
IN104267,2024-01-27,Hyderabad,Telangana,Electronics,5,2833.69,0.1,12751.61,3060.39,Credit Card,Online
IN104268,2025-10-09,Mumbai,Maharashtra,Clothing,3,1134.66,0.0,3403.98,953.11,UPI,Online
IN104269,2025-03-27,Ahmedabad,Gujarat,Grocery,3,499.32,0.15,1273.27,280.12,Credit Card,Store
IN104270,2025-04-13,Mumbai,Maharashtra,Grocery,1,645.72,0.2,516.58,113.65,UPI,Online
IN104271,2024-03-25,Chennai,Tamil Nadu,Grocery,3,507.92,0.3,1066.63,234.66,Net Banking,Online
IN104272,2024-01-13,Pune,Maharashtra,Home & Kitchen,3,1546.64,0.05,4407.92,1322.38,Cash,Store
IN104273,2025-07-23,Pune,Maharashtra,Electronics,5,2517.92,0.15,10701.16,2568.28,UPI,Online
IN104274,2024-09-15,Chennai,Tamil Nadu,Home & Kitchen,5,1387.67,0.0,6938.35,2081.51,UPI,Store
IN104275,2024-04-09,Bengaluru,Karnataka,Grocery,5,827.84,0.25,3104.4,682.97,Credit Card,Store
IN104276,2025-09-07,Chennai,Tamil Nadu,Electronics,3,3641.97,0.0,10925.91,2622.22,Debit Card,Online
IN104277,2024-09-17,Ahmedabad,Gujarat,Beauty,5,1170.4,0.05,5559.4,1779.01,UPI,Online
IN104278,2024-10-04,Delhi,Delhi,Grocery,5,727.1,0.0,3635.5,799.81,UPI,Store
IN104279,2024-03-06,Pune,Maharashtra,Electronics,4,3995.42,0.15,13584.43,3260.26,Credit Card,Store
IN104280,2025-08-23,Jaipur,Rajasthan,Electronics,4,3395.02,0.05,12901.08,3096.26,Debit Card,Store
IN104281,2025-08-22,Ahmedabad,Gujarat,Electronics,2,3202.27,0.15,5443.86,1306.53,UPI,Online
IN104282,2025-01-12,Ahmedabad,Gujarat,Grocery,1,678.28,0.1,610.45,134.3,Debit Card,Store
IN104283,2025-05-31,Ahmedabad,Gujarat,Electronics,1,2906.07,0.1,2615.46,627.71,Net Banking,Online
IN104284,2025-10-17,Kolkata,West Bengal,Clothing,5,1578.75,0.05,7499.06,2099.74,UPI,Online
IN104285,2024-04-26,Ahmedabad,Gujarat,Electronics,2,4106.12,0.0,8212.24,1970.94,Credit Card,Online
IN104286,2025-05-13,Pune,Maharashtra,Home & Kitchen,2,2175.35,0.05,4133.16,1239.95,UPI,Online
IN104287,2024-07-23,Delhi,Delhi,Home & Kitchen,4,1800.54,0.15,6121.84,1836.55,UPI,Store
IN104288,2025-08-09,Delhi,Delhi,Home & Kitchen,2,2376.09,0.1,4276.96,1283.09,UPI,Store
IN104289,2024-03-20,Ahmedabad,Gujarat,Electronics,3,4289.68,0.0,12869.04,3088.57,UPI,Store
IN104290,2024-01-18,Mumbai,Maharashtra,Beauty,5,918.46,0.1,4133.07,1322.58,Cash,Online
IN104291,2025-12-29,Pune,Maharashtra,Grocery,3,820.31,0.0,2460.93,541.4,Credit Card,Online
IN104292,2025-09-05,Pune,Maharashtra,Beauty,1,632.79,0.1,569.51,182.24,UPI,Store
IN104293,2025-10-05,Hyderabad,Telangana,Clothing,4,1040.66,0.25,3121.98,874.15,UPI,Online
IN104294,2024-02-27,Lucknow,Uttar Pradesh,Clothing,3,1000.37,0.05,2851.05,798.29,Credit Card,Store
IN104295,2024-04-21,Bengaluru,Karnataka,Home & Kitchen,5,2164.6,0.15,9199.55,2759.86,UPI,Store
IN104296,2025-08-19,Bengaluru,Karnataka,Electronics,3,2405.94,0.15,6135.15,1472.44,UPI,Store
IN104297,2025-09-19,Mumbai,Maharashtra,Grocery,3,462.2,0.1,1247.94,274.55,Credit Card,Online
IN104298,2024-11-10,Bengaluru,Karnataka,Home & Kitchen,2,1432.48,0.1,2578.46,773.54,Net Banking,Store
IN104299,2024-06-10,Hyderabad,Telangana,Home & Kitchen,4,1618.36,0.1,5826.1,1747.83,UPI,Store
IN104300,2024-11-19,Chennai,Tamil Nadu,Beauty,1,901.85,0.05,856.76,274.16,Debit Card,Online
IN104301,2025-12-18,Bengaluru,Karnataka,Grocery,5,482.63,0.15,2051.18,451.26,UPI,Store
IN104302,2024-11-26,Pune,Maharashtra,Electronics,5,3277.88,0.15,13930.99,3343.44,Debit Card,Online
IN104303,2025-08-02,Chennai,Tamil Nadu,Electronics,1,2755.97,0.25,2066.98,496.08,Credit Card,Online
IN104304,2025-05-16,Bengaluru,Karnataka,Grocery,5,570.92,0.15,2426.41,533.81,Cash,Store
IN104305,2024-02-26,Pune,Maharashtra,Grocery,2,802.25,0.1,1444.05,317.69,Credit Card,Store
IN104306,2024-06-13,Pune,Maharashtra,Clothing,3,1878.1,0.15,4789.15,1340.96,UPI,Store
IN104307,2024-06-14,Ahmedabad,Gujarat,Electronics,2,3204.84,0.15,5448.23,1307.58,UPI,Online
IN104308,2024-10-23,Delhi,Delhi,Grocery,2,590.95,0.15,1004.62,221.02,UPI,Online
IN104309,2024-01-04,Mumbai,Maharashtra,Home & Kitchen,2,2349.79,0.2,3759.66,1127.9,Credit Card,Store
IN104310,2025-02-13,Hyderabad,Telangana,Beauty,1,922.76,0.25,692.07,221.46,Cash,Online
IN104311,2024-04-15,Kolkata,West Bengal,Home & Kitchen,4,2114.51,0.0,8458.04,2537.41,Credit Card,Online
IN104312,2025-09-11,Lucknow,Uttar Pradesh,Home & Kitchen,1,1744.08,0.05,1656.88,497.06,Debit Card,Online
IN104313,2025-11-12,Bengaluru,Karnataka,Grocery,1,540.58,0.15,459.49,101.09,UPI,Online
IN104314,2025-07-19,Bengaluru,Karnataka,Beauty,2,1013.11,0.1,1823.6,583.55,Credit Card,Store
IN104315,2024-06-14,Chennai,Tamil Nadu,Grocery,4,735.9,0.15,2502.06,550.45,UPI,Store
IN104316,2024-09-10,Chennai,Tamil Nadu,Home & Kitchen,1,1798.42,0.1,1618.58,485.57,UPI,Online
IN104317,2025-10-27,Lucknow,Uttar Pradesh,Beauty,4,787.92,0.1,2836.51,907.68,UPI,Online
IN104318,2024-05-07,Bengaluru,Karnataka,Beauty,2,1116.61,0.0,2233.22,714.63,Debit Card,Online
IN104319,2025-04-30,Jaipur,Rajasthan,Clothing,1,1230.54,0.15,1045.96,292.87,UPI,Online
IN104320,2024-03-16,Hyderabad,Telangana,Electronics,4,3610.77,0.0,14443.08,3466.34,Debit Card,Online
IN104321,2024-08-08,Bengaluru,Karnataka,Electronics,5,3038.69,0.15,12914.43,3099.46,Debit Card,Online
IN104322,2025-03-09,Delhi,Delhi,Electronics,1,3222.76,0.25,2417.07,580.1,UPI,Store
IN104323,2025-09-26,Lucknow,Uttar Pradesh,Electronics,1,2679.72,0.05,2545.73,610.98,Cash,Store
IN104324,2025-06-20,Jaipur,Rajasthan,Electronics,1,3590.92,0.0,3590.92,861.82,UPI,Online
IN104325,2025-03-14,Hyderabad,Telangana,Clothing,4,1185.5,0.0,4742.0,1327.76,UPI,Store
IN104326,2025-03-10,Bengaluru,Karnataka,Grocery,3,660.21,0.05,1881.6,413.95,UPI,Store
IN104327,2025-09-09,Kolkata,West Bengal,Home & Kitchen,1,1644.3,0.05,1562.08,468.62,UPI,Online
IN104328,2025-09-09,Ahmedabad,Gujarat,Electronics,5,4244.3,0.1,19099.35,4583.84,Debit Card,Online
IN104329,2025-09-06,Delhi,Delhi,Grocery,5,869.99,0.1,3914.96,861.29,Cash,Online
IN104330,2025-06-09,Kolkata,West Bengal,Grocery,2,773.35,0.05,1469.36,323.26,UPI,Online
IN104331,2024-05-12,Chennai,Tamil Nadu,Grocery,3,870.71,0.15,2220.31,488.47,UPI,Store
IN104332,2025-03-16,Chennai,Tamil Nadu,Beauty,3,696.43,0.25,1566.97,501.43,UPI,Store
IN104333,2025-06-17,Bengaluru,Karnataka,Electronics,4,4304.04,0.05,16355.35,3925.28,Debit Card,Online
IN104334,2025-08-09,Chennai,Tamil Nadu,Electronics,2,2455.4,0.2,3928.64,942.87,UPI,Store
IN104335,2025-01-25,Delhi,Delhi,Clothing,4,1358.06,0.0,5432.24,1521.03,Credit Card,Store
IN104336,2024-08-31,Hyderabad,Telangana,Electronics,2,2737.01,0.05,5200.32,1248.08,Debit Card,Online
IN104337,2024-05-25,Pune,Maharashtra,Grocery,3,858.0,0.1,2316.6,509.65,UPI,Online
IN104338,2025-02-18,Mumbai,Maharashtra,Clothing,4,1558.57,0.05,5922.57,1658.32,Net Banking,Store
IN104339,2025-03-02,Lucknow,Uttar Pradesh,Clothing,2,1523.39,0.0,3046.78,853.1,UPI,Store
IN104340,2024-07-30,Hyderabad,Telangana,Electronics,3,4314.67,0.05,12296.81,2951.23,Net Banking,Store
IN104341,2024-09-05,Pune,Maharashtra,Clothing,3,1537.31,0.25,3458.95,968.51,UPI,Store
IN104342,2024-02-04,Jaipur,Rajasthan,Grocery,1,728.0,0.0,728.0,160.16,UPI,Online
IN104343,2024-09-09,Delhi,Delhi,Grocery,4,473.92,0.15,1611.33,354.49,Debit Card,Online
IN104344,2024-10-12,Kolkata,West Bengal,Electronics,1,4026.83,0.15,3422.81,821.47,Debit Card,Online
IN104345,2025-11-23,Pune,Maharashtra,Electronics,3,4257.79,0.0,12773.37,3065.61,Cash,Online
IN104346,2024-07-28,Delhi,Delhi,Electronics,4,4237.45,0.05,16102.31,3864.55,UPI,Store
IN104347,2024-04-19,Ahmedabad,Gujarat,Electronics,4,2699.9,0.0,10799.6,2591.9,Net Banking,Store
IN104348,2024-11-25,Kolkata,West Bengal,Home & Kitchen,5,1524.32,0.0,7621.6,2286.48,UPI,Store
IN104349,2024-05-21,Chennai,Tamil Nadu,Electronics,2,3001.38,0.0,6002.76,1440.66,UPI,Online
IN104350,2025-11-06,Chennai,Tamil Nadu,Home & Kitchen,5,1622.95,0.05,7709.01,2312.7,UPI,Online
IN104351,2024-03-27,Kolkata,West Bengal,Home & Kitchen,5,1617.57,0.0,8087.85,2426.36,Cash,Online
IN104352,2024-05-19,Jaipur,Rajasthan,Electronics,3,3498.85,0.0,10496.55,2519.17,Debit Card,Online
IN104353,2024-11-27,Jaipur,Rajasthan,Clothing,2,1713.1,0.1,3083.58,863.4,Credit Card,Store
IN104354,2025-11-04,Jaipur,Rajasthan,Beauty,5,1178.01,0.05,5595.55,1790.58,UPI,Online
IN104355,2024-01-26,Pune,Maharashtra,Home & Kitchen,5,1339.4,0.25,5022.75,1506.83,UPI,Store
IN104356,2025-10-07,Lucknow,Uttar Pradesh,Grocery,4,572.45,0.0,2289.8,503.76,UPI,Store
IN104357,2025-09-18,Pune,Maharashtra,Home & Kitchen,3,1558.37,0.15,3973.84,1192.15,Credit Card,Online
IN104358,2025-11-23,Bengaluru,Karnataka,Home & Kitchen,5,1678.2,0.25,6293.25,1887.98,Debit Card,Online
IN104359,2024-12-27,Mumbai,Maharashtra,Clothing,2,1366.14,0.0,2732.28,765.04,Debit Card,Store
IN104360,2025-10-20,Kolkata,West Bengal,Beauty,1,857.67,0.1,771.9,247.01,Net Banking,Online
IN104361,2024-12-25,Hyderabad,Telangana,Grocery,1,857.28,0.1,771.55,169.74,UPI,Store
IN104362,2024-08-02,Mumbai,Maharashtra,Grocery,3,639.69,0.25,1439.3,316.65,UPI,Store
IN104363,2024-03-17,Ahmedabad,Gujarat,Beauty,1,952.68,0.15,809.78,259.13,Credit Card,Online
IN104364,2024-04-04,Pune,Maharashtra,Home & Kitchen,4,2135.9,0.05,8116.42,2434.93,Debit Card,Online
IN104365,2024-08-05,Pune,Maharashtra,Clothing,4,1639.83,0.15,5575.42,1561.12,Credit Card,Online
IN104366,2025-01-02,Delhi,Delhi,Electronics,2,3452.57,0.1,6214.63,1491.51,Net Banking,Store
IN104367,2024-02-21,Mumbai,Maharashtra,Grocery,3,818.7,0.05,2333.3,513.33,Debit Card,Online
IN104368,2024-09-30,Delhi,Delhi,Grocery,3,718.72,0.2,1724.93,379.48,UPI,Store
IN104369,2025-03-19,Hyderabad,Telangana,Grocery,1,824.59,0.15,700.9,154.2,UPI,Store
IN104370,2025-11-17,Delhi,Delhi,Beauty,5,807.12,0.0,4035.6,1291.39,Debit Card,Store
IN104371,2024-02-02,Mumbai,Maharashtra,Home & Kitchen,5,1414.47,0.2,5657.88,1697.36,Debit Card,Online
IN104372,2025-02-19,Kolkata,West Bengal,Clothing,5,1725.76,0.1,7765.92,2174.46,UPI,Store
IN104373,2025-10-05,Ahmedabad,Gujarat,Electronics,2,3035.64,0.15,5160.59,1238.54,UPI,Store
IN104374,2025-02-28,Pune,Maharashtra,Grocery,3,730.08,0.1,1971.22,433.67,Credit Card,Online
IN104375,2024-01-07,Hyderabad,Telangana,Grocery,1,766.51,0.2,613.21,134.91,Debit Card,Store
IN104376,2025-05-09,Pune,Maharashtra,Grocery,2,593.04,0.15,1008.17,221.8,UPI,Online
IN104377,2024-12-19,Bengaluru,Karnataka,Grocery,4,668.43,0.1,2406.35,529.4,Credit Card,Store
IN104378,2025-11-26,Ahmedabad,Gujarat,Clothing,4,1794.38,0.3,5024.26,1406.79,UPI,Online
IN104379,2024-07-17,Lucknow,Uttar Pradesh,Clothing,4,1780.61,0.05,6766.32,1894.57,Net Banking,Store
IN104380,2025-12-15,Delhi,Delhi,Clothing,3,1661.91,0.0,4985.73,1396.0,UPI,Online
IN104381,2025-03-10,Chennai,Tamil Nadu,Grocery,4,777.26,0.1,2798.14,615.59,Debit Card,Store
IN104382,2024-05-15,Mumbai,Maharashtra,Electronics,5,4107.18,0.1,18482.31,4435.75,Credit Card,Store
IN104383,2024-10-14,Pune,Maharashtra,Clothing,4,1650.06,0.1,5940.22,1663.26,UPI,Online
IN104384,2025-10-19,Delhi,Delhi,Clothing,2,1289.02,0.15,2191.33,613.57,Credit Card,Online
IN104385,2025-12-19,Hyderabad,Telangana,Grocery,4,506.03,0.15,1720.5,378.51,UPI,Store
IN104386,2025-07-20,Pune,Maharashtra,Electronics,5,3117.52,0.1,14028.84,3366.92,Debit Card,Online
IN104387,2025-02-11,Lucknow,Uttar Pradesh,Home & Kitchen,4,1362.19,0.2,4359.01,1307.7,Credit Card,Online
IN104388,2025-12-17,Ahmedabad,Gujarat,Grocery,1,503.91,0.15,428.32,94.23,UPI,Online
IN104389,2025-12-04,Ahmedabad,Gujarat,Grocery,5,856.45,0.2,3425.8,753.68,UPI,Store
IN104390,2024-12-01,Pune,Maharashtra,Grocery,3,740.56,0.25,1666.26,366.58,Debit Card,Store
IN104391,2024-01-02,Hyderabad,Telangana,Clothing,4,1754.96,0.0,7019.84,1965.56,UPI,Store
IN104392,2024-07-03,Ahmedabad,Gujarat,Grocery,2,726.62,0.15,1235.25,271.76,Credit Card,Store
IN104393,2025-11-04,Ahmedabad,Gujarat,Beauty,4,874.85,0.05,3324.43,1063.82,UPI,Store
IN104394,2025-07-14,Lucknow,Uttar Pradesh,Home & Kitchen,2,1289.44,0.2,2063.1,618.93,Net Banking,Online
IN104395,2025-08-24,Mumbai,Maharashtra,Beauty,1,1189.16,0.15,1010.79,323.45,Credit Card,Online
IN104396,2025-03-13,Hyderabad,Telangana,Home & Kitchen,3,1342.99,0.0,4028.97,1208.69,Debit Card,Online
IN104397,2024-01-22,Hyderabad,Telangana,Electronics,5,3509.14,0.25,13159.28,3158.23,UPI,Store
IN104398,2024-07-30,Kolkata,West Bengal,Electronics,5,2452.58,0.15,10423.46,2501.63,UPI,Store
IN104399,2025-04-21,Kolkata,West Bengal,Grocery,3,575.05,0.25,1293.86,284.65,UPI,Online
IN104400,2025-04-10,Ahmedabad,Gujarat,Clothing,1,1149.09,0.05,1091.64,305.66,UPI,Store
IN104401,2024-08-21,Chennai,Tamil Nadu,Clothing,1,1483.88,0.2,1187.1,332.39,Debit Card,Online
IN104402,2024-06-20,Kolkata,West Bengal,Home & Kitchen,4,2297.88,0.15,7812.79,2343.84,Credit Card,Store
IN104403,2025-08-25,Ahmedabad,Gujarat,Clothing,1,1558.42,0.1,1402.58,392.72,UPI,Online
IN104404,2025-11-05,Jaipur,Rajasthan,Clothing,4,1584.41,0.2,5070.11,1419.63,Debit Card,Online
IN104405,2025-06-01,Bengaluru,Karnataka,Home & Kitchen,2,2323.45,0.15,3949.86,1184.96,UPI,Store
IN104406,2024-08-31,Bengaluru,Karnataka,Home & Kitchen,3,2136.83,0.15,5448.92,1634.68,UPI,Store
IN104407,2025-02-24,Hyderabad,Telangana,Clothing,2,1768.02,0.05,3359.24,940.59,Cash,Online
IN104408,2025-01-13,Chennai,Tamil Nadu,Home & Kitchen,2,1747.18,0.2,2795.49,838.65,Credit Card,Online
IN104409,2025-04-17,Lucknow,Uttar Pradesh,Home & Kitchen,2,2272.47,0.15,3863.2,1158.96,Debit Card,Store
IN104410,2024-12-06,Mumbai,Maharashtra,Clothing,2,1567.73,0.2,2508.37,702.34,UPI,Store
IN104411,2025-11-01,Kolkata,West Bengal,Electronics,5,2522.06,0.05,11979.78,2875.15,UPI,Store
IN104412,2024-05-02,Jaipur,Rajasthan,Electronics,1,2320.52,0.05,2204.49,529.08,UPI,Online
IN104413,2025-03-09,Ahmedabad,Gujarat,Grocery,3,558.1,0.0,1674.3,368.35,Cash,Store
IN104414,2024-07-06,Chennai,Tamil Nadu,Clothing,3,1324.3,0.15,3376.96,945.55,Credit Card,Store
IN104415,2024-01-14,Hyderabad,Telangana,Beauty,2,1119.98,0.05,2127.96,680.95,UPI,Store
IN104416,2024-03-10,Kolkata,West Bengal,Home & Kitchen,3,2127.26,0.05,6062.69,1818.81,Cash,Store
IN104417,2025-10-12,Chennai,Tamil Nadu,Home & Kitchen,4,2377.79,0.15,8084.49,2425.35,Credit Card,Online
IN104418,2025-02-14,Kolkata,West Bengal,Beauty,3,957.12,0.05,2727.79,872.89,Debit Card,Online
IN104419,2025-08-13,Mumbai,Maharashtra,Beauty,2,1067.43,0.25,1601.14,512.36,UPI,Store
IN104420,2024-11-13,Mumbai,Maharashtra,Clothing,3,1230.51,0.1,3322.38,930.27,UPI,Online
IN104421,2025-03-12,Lucknow,Uttar Pradesh,Electronics,1,3653.52,0.25,2740.14,657.63,UPI,Store
IN104422,2025-08-14,Bengaluru,Karnataka,Home & Kitchen,2,2086.2,0.0,4172.4,1251.72,UPI,Online
IN104423,2024-05-25,Delhi,Delhi,Clothing,5,1752.06,0.05,8322.28,2330.24,Debit Card,Online
IN104424,2024-08-14,Delhi,Delhi,Grocery,1,681.63,0.1,613.47,134.96,Debit Card,Online
IN104425,2025-01-16,Kolkata,West Bengal,Grocery,3,729.2,0.15,1859.46,409.08,Debit Card,Store
IN104426,2024-06-28,Lucknow,Uttar Pradesh,Beauty,5,748.78,0.05,3556.7,1138.14,Cash,Online
IN104427,2025-06-19,Delhi,Delhi,Clothing,1,1650.45,0.05,1567.93,439.02,UPI,Store
IN104428,2024-04-08,Hyderabad,Telangana,Home & Kitchen,4,2240.94,0.25,6722.82,2016.85,Net Banking,Online
IN104429,2025-01-25,Delhi,Delhi,Clothing,1,1520.3,0.0,1520.3,425.68,Net Banking,Store
IN104430,2024-09-26,Pune,Maharashtra,Grocery,5,503.87,0.15,2141.45,471.12,Credit Card,Online
IN104431,2024-04-03,Ahmedabad,Gujarat,Electronics,4,2890.74,0.15,9828.52,2358.84,UPI,Online
IN104432,2025-04-07,Lucknow,Uttar Pradesh,Home & Kitchen,3,1816.35,0.0,5449.05,1634.72,Debit Card,Store
IN104433,2025-10-20,Hyderabad,Telangana,Electronics,2,3648.5,0.15,6202.45,1488.59,UPI,Online
IN104434,2024-10-11,Chennai,Tamil Nadu,Home & Kitchen,3,1634.78,0.1,4413.91,1324.17,Cash,Online
IN104435,2024-01-22,Hyderabad,Telangana,Electronics,2,3987.81,0.05,7576.84,1818.44,UPI,Store
IN104436,2024-01-02,Bengaluru,Karnataka,Clothing,2,1318.33,0.05,2504.83,701.35,Credit Card,Online
IN104437,2024-04-12,Chennai,Tamil Nadu,Grocery,5,473.1,0.2,1892.4,416.33,Credit Card,Online
IN104438,2024-02-05,Jaipur,Rajasthan,Clothing,4,1702.53,0.05,6469.61,1811.49,UPI,Online
IN104439,2024-09-30,Ahmedabad,Gujarat,Electronics,4,3579.98,0.1,12887.93,3093.1,UPI,Online
IN104440,2024-02-20,Ahmedabad,Gujarat,Clothing,1,1709.78,0.15,1453.31,406.93,UPI,Online
IN104441,2024-05-22,Ahmedabad,Gujarat,Home & Kitchen,3,1668.2,0.0,5004.6,1501.38,Credit Card,Online
IN104442,2025-04-27,Ahmedabad,Gujarat,Grocery,5,462.45,0.25,1734.19,381.52,Cash,Store
IN104443,2024-01-17,Kolkata,West Bengal,Electronics,3,2393.41,0.05,6821.22,1637.09,UPI,Online
IN104444,2025-08-11,Ahmedabad,Gujarat,Home & Kitchen,1,1390.81,0.05,1321.27,396.38,Debit Card,Store
IN104445,2024-10-04,Ahmedabad,Gujarat,Electronics,1,3914.71,0.15,3327.5,798.6,UPI,Online
IN104446,2025-09-26,Ahmedabad,Gujarat,Grocery,5,582.36,0.0,2911.8,640.6,Debit Card,Online
IN104447,2025-03-13,Lucknow,Uttar Pradesh,Clothing,1,1888.09,0.15,1604.88,449.37,Net Banking,Online
IN104448,2025-03-11,Kolkata,West Bengal,Grocery,5,775.42,0.25,2907.82,639.72,UPI,Store
IN104449,2025-01-18,Mumbai,Maharashtra,Clothing,1,1527.05,0.05,1450.7,406.2,Net Banking,Store
IN104450,2025-11-16,Hyderabad,Telangana,Beauty,4,1205.42,0.05,4580.6,1465.79,Credit Card,Store
IN104451,2024-05-11,Hyderabad,Telangana,Clothing,5,1267.84,0.05,6022.24,1686.23,UPI,Online
IN104452,2024-09-19,Chennai,Tamil Nadu,Clothing,4,1130.71,0.2,3618.27,1013.12,Cash,Store
IN104453,2025-01-28,Lucknow,Uttar Pradesh,Clothing,4,1650.92,0.0,6603.68,1849.03,UPI,Store
IN104454,2024-07-26,Pune,Maharashtra,Beauty,5,792.68,0.05,3765.23,1204.87,UPI,Online
IN104455,2024-08-13,Hyderabad,Telangana,Grocery,3,861.04,0.15,2195.65,483.04,Credit Card,Online
IN104456,2025-12-01,Delhi,Delhi,Home & Kitchen,2,2416.04,0.1,4348.87,1304.66,Cash,Online
IN104457,2025-04-09,Pune,Maharashtra,Beauty,1,1171.95,0.0,1171.95,375.02,Debit Card,Store
IN104458,2024-12-23,Ahmedabad,Gujarat,Beauty,1,1182.69,0.25,887.02,283.85,UPI,Online
IN104459,2024-05-23,Ahmedabad,Gujarat,Home & Kitchen,3,1980.32,0.05,5643.91,1693.17,Net Banking,Store
IN104460,2024-12-19,Kolkata,West Bengal,Electronics,2,3679.61,0.1,6623.3,1589.59,Debit Card,Online
IN104461,2024-09-07,Pune,Maharashtra,Home & Kitchen,3,1370.27,0.0,4110.81,1233.24,Net Banking,Online
IN104462,2025-01-10,Delhi,Delhi,Electronics,2,3827.14,0.2,6123.42,1469.62,UPI,Online
IN104463,2024-09-01,Kolkata,West Bengal,Home & Kitchen,5,1496.41,0.05,7107.95,2132.39,Debit Card,Store
IN104464,2024-01-18,Chennai,Tamil Nadu,Grocery,5,810.04,0.0,4050.2,891.04,Cash,Online
IN104465,2025-12-15,Pune,Maharashtra,Home & Kitchen,4,2384.99,0.05,9062.96,2718.89,UPI,Online
IN104466,2025-12-16,Lucknow,Uttar Pradesh,Grocery,4,544.73,0.3,1525.24,335.55,Net Banking,Store
IN104467,2025-04-29,Ahmedabad,Gujarat,Grocery,5,487.97,0.0,2439.85,536.77,UPI,Online
IN104468,2024-01-02,Ahmedabad,Gujarat,Beauty,4,913.08,0.0,3652.32,1168.74,UPI,Online
IN104469,2025-01-10,Bengaluru,Karnataka,Electronics,5,3886.42,0.1,17488.89,4197.33,Net Banking,Online
IN104470,2025-07-19,Kolkata,West Bengal,Clothing,3,1681.28,0.05,4791.65,1341.66,Net Banking,Online
IN104471,2024-06-14,Mumbai,Maharashtra,Grocery,1,749.41,0.2,599.53,131.9,UPI,Online
IN104472,2024-11-24,Mumbai,Maharashtra,Beauty,5,1110.11,0.15,4717.97,1509.75,UPI,Online
IN104473,2025-10-16,Kolkata,West Bengal,Electronics,5,2603.98,0.0,13019.9,3124.78,Debit Card,Online
IN104474,2025-03-23,Lucknow,Uttar Pradesh,Electronics,5,3596.03,0.1,16182.14,3883.71,Net Banking,Online
IN104475,2024-04-01,Jaipur,Rajasthan,Electronics,4,3499.81,0.0,13999.24,3359.82,Debit Card,Store
IN104476,2025-06-03,Kolkata,West Bengal,Electronics,4,2559.14,0.1,9212.9,2211.1,Debit Card,Online
IN104477,2024-09-08,Lucknow,Uttar Pradesh,Beauty,4,872.44,0.15,2966.3,949.22,Debit Card,Online
IN104478,2025-09-03,Chennai,Tamil Nadu,Home & Kitchen,4,2257.46,0.1,8126.86,2438.06,UPI,Online
IN104479,2024-02-08,Ahmedabad,Gujarat,Grocery,3,865.59,0.0,2596.77,571.29,Net Banking,Online
IN104480,2025-03-11,Delhi,Delhi,Grocery,5,736.14,0.0,3680.7,809.75,UPI,Store
IN104481,2025-10-09,Jaipur,Rajasthan,Home & Kitchen,3,2338.67,0.2,5612.81,1683.84,Debit Card,Online
IN104482,2024-12-27,Pune,Maharashtra,Electronics,4,2514.66,0.2,8046.91,1931.26,Credit Card,Online
IN104483,2025-07-15,Jaipur,Rajasthan,Clothing,3,1867.31,0.05,5321.83,1490.11,Credit Card,Store
IN104484,2024-03-23,Delhi,Delhi,Grocery,5,469.16,0.0,2345.8,516.08,Debit Card,Online
IN104485,2025-12-08,Bengaluru,Karnataka,Electronics,5,3336.7,0.3,11678.45,2802.83,Net Banking,Store
IN104486,2024-01-27,Ahmedabad,Gujarat,Clothing,4,1244.82,0.1,4481.35,1254.78,Debit Card,Store
IN104487,2025-08-11,Mumbai,Maharashtra,Clothing,5,1720.66,0.1,7742.97,2168.03,Cash,Online
IN104488,2024-01-21,Lucknow,Uttar Pradesh,Electronics,3,2692.49,0.15,6865.85,1647.8,UPI,Online
IN104489,2024-08-05,Kolkata,West Bengal,Electronics,2,2263.98,0.0,4527.96,1086.71,Cash,Online
